Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
APC	8.2e-12	10.7	16.2	-0.60
TIMM10	q<=5.0e-20	93.0	61.2	0.60
ERICH1	q<=5.0e-20	13.6	20.7	-0.60
PIGX	q<=5.0e-20	37.5	24.8	0.60
LOC105370792	5.9e-06	1.0	1.5	-0.60
ARMH4	8.8e-05	3.1	4.7	-0.60
NDUFS2	q<=5.0e-20	203.3	133.6	0.60
AGTPBP1	1.4e-11	9.4	14.3	-0.60
ZNF625	q<=5.0e-20	3.9	2.6	0.60
FAM71E1	q<=5.0e-20	4.6	3.1	0.60
ST13	q<=5.0e-20	204.7	310.6	-0.60
ZNF281	q<=5.0e-20	28.6	18.8	0.60
NEMP2	1.8e-16	2.9	4.4	-0.60
ADGRE5	5.4e-08	21.1	32.0	-0.60
IER2	1.4e-04	67.6	102.7	-0.60
AHR	5.6e-11	22.8	34.6	-0.60
RGS10	q<=5.0e-20	107.1	70.5	0.60
SLC35B4	1.4e-15	6.8	10.2	-0.60
MAP1LC3B	q<=5.0e-20	96.0	145.4	-0.60
IL4R	7.9e-10	37.2	56.3	-0.60
TEC	1.2e-10	1.5	2.3	-0.60
AHCY	q<=5.0e-20	160.8	105.8	0.60
GJA5	6.2e-06	9.2	13.8	-0.60
OGT	1.0e-06	75.6	114.3	-0.60
RNASET2	q<=5.0e-20	7.3	4.8	0.60
SCARB1	4.7e-10	49.2	74.6	-0.60
MAP3K6	2.4e-16	20.2	30.7	-0.60
MRPL28	q<=5.0e-20	87.5	57.5	0.60
DNAAF5	q<=5.0e-20	34.4	22.7	0.60
HOXC-AS2	q<=5.0e-20	3.5	2.3	0.60
PIK3R6	4.4e-10	1.8	1.2	0.60
FAIM2	3.2e-06	1.5	2.3	-0.60
C9orf40	1.8e-06	5.6	8.5	-0.60
MBLAC1	q<=5.0e-20	3.3	2.2	0.60
FAAP100	q<=5.0e-20	35.1	23.1	0.60
PCK2	1.4e-06	67.5	44.4	0.60
RAB41	4.0e-04	1.1	1.7	-0.60
CARMIL2	1.4e-15	1.5	1.0	0.60
COMMD3	q<=5.0e-20	34.6	22.9	0.60
P4HB	q<=5.0e-20	680.1	447.2	0.60
C1RL	q<=5.0e-20	43.5	66.1	-0.60
ADH4	1.1e-06	1.0	1.5	-0.60
RBSN	q<=5.0e-20	18.4	27.9	-0.60
BIVM	q<=5.0e-20	8.5	12.9	-0.60
LCA5L	q<=5.0e-20	4.6	3.1	0.60
COX6A1	q<=5.0e-20	133.9	88.6	0.60
APEX2	q<=5.0e-20	35.2	23.3	0.60
ARPC3	q<=5.0e-20	427.1	282.5	0.60
ATP8B1	q<=5.0e-20	35.2	23.2	0.60
C1QTNF9	3.1e-14	1.0	1.5	-0.60
CGN	q<=5.0e-20	42.0	27.6	0.60
LINC02210-CRHR1	1.7e-08	2.2	3.3	-0.59
TUBB	q<=5.0e-20	734.0	485.8	0.59
LAIR1	1.0e-06	13.2	19.9	-0.59
PLA2G6	1.3e-06	9.5	14.3	-0.59
CAMTA2	q<=5.0e-20	18.4	27.6	-0.59
MRPS23	q<=5.0e-20	23.2	15.4	0.59
GLB1L3	1.5e-07	1.0	1.5	-0.59
HIBCH	7.4e-18	28.4	42.9	-0.59
ZNF493	2.2e-05	8.7	13.1	-0.59
SLC25A15	q<=5.0e-20	13.7	9.1	0.59
RNF11	5.3e-18	95.3	143.6	-0.59
NDUFB10	q<=5.0e-20	283.0	188.3	0.59
PTK7	q<=5.0e-20	90.4	60.2	0.59
HDAC5	q<=5.0e-20	33.2	50.2	-0.59
TMEM91	1.1e-06	6.0	9.0	-0.59
CDC42BPA	8.7e-10	17.6	26.5	-0.59
COX8A	q<=5.0e-20	236.0	156.2	0.59
ALDH7A1	2.5e-14	44.8	67.4	-0.59
PHLDA3	2.4e-10	39.5	59.4	-0.59
PUS1	q<=5.0e-20	12.9	8.5	0.59
USP33	1.2e-17	47.6	71.5	-0.59
TREM2	3.5e-04	47.5	31.5	0.59
MRPL51	q<=5.0e-20	243.9	162.0	0.59
DPP9	q<=5.0e-20	43.1	28.6	0.59
ZNF460	5.3e-07	1.3	1.9	-0.59
CASP4	q<=5.0e-20	71.0	106.9	-0.59
TNRC6B	2.9e-07	6.4	9.7	-0.59
PYCR2	q<=5.0e-20	64.8	42.9	0.59
RPL10A	3.8e-14	2057.3	3103.7	-0.59
ACE	9.7e-05	9.9	15.0	-0.59
CSK	q<=5.0e-20	70.7	46.9	0.59
DUSP3	1.8e-19	50.9	76.6	-0.59
KCNS3	q<=5.0e-20	30.1	20.0	0.59
MOSPD3	q<=5.0e-20	46.0	30.6	0.59
PSD	7.9e-11	1.8	1.2	0.59
DNAAF11	q<=5.0e-20	7.6	5.0	0.59
MIR1244-4	7.0e-08	42.8	28.4	0.59
ANXA5	1.5e-12	511.3	769.1	-0.59
RGS1	6.2e-04	89.7	59.8	0.59
ZNF449	4.6e-12	5.3	8.0	-0.59
NRXN1	3.0e-04	1.0	1.5	-0.59
TRAPPC6A	q<=5.0e-20	87.9	58.4	0.59
NIPAL3	4.4e-08	23.5	35.4	-0.59
CMBL	q<=5.0e-20	50.0	33.3	0.59
GABPA	2.7e-17	18.7	28.1	-0.59
DUS1L	q<=5.0e-20	101.2	67.1	0.59
SAMD12	q<=5.0e-20	16.4	10.9	0.59
RPL15	q<=5.0e-20	698.9	1051.2	-0.59
PPP6R1	q<=5.0e-20	57.3	38.1	0.59
FANK1	q<=5.0e-20	14.3	9.5	0.59
TFB2M	q<=5.0e-20	38.7	25.7	0.59
DNMBP	7.2e-11	14.7	22.2	-0.59
RIPK2	q<=5.0e-20	30.4	20.1	0.59
MTFR1L	q<=5.0e-20	36.5	54.9	-0.59
CNNM3-DT	1.3e-07	2.6	3.9	-0.59
DDX19B	q<=5.0e-20	9.1	13.7	-0.59
SRPX2	5.8e-06	9.6	14.5	-0.59
NID1	3.1e-08	54.3	81.9	-0.59
PPP1R16A	1.2e-19	18.5	12.3	0.59
OIP5-AS1	6.2e-15	43.3	65.0	-0.59
FOXD2-AS1	q<=5.0e-20	2.3	1.6	0.59
BEND6	2.1e-15	2.0	1.3	0.59
NRK	6.0e-08	1.0	1.5	-0.59
CCDC122	3.4e-10	5.1	7.7	-0.59
BAMBI	q<=5.0e-20	85.5	57.0	0.59
TRIM35	q<=5.0e-20	11.2	16.8	-0.59
MAN1C1	7.9e-04	14.3	21.6	-0.59
SYT11	3.9e-08	8.1	12.1	-0.59
YTHDF3-DT	q<=5.0e-20	3.4	2.2	0.59
ENDOG	4.6e-08	2.5	1.7	0.59
NUP62	q<=5.0e-20	61.4	40.7	0.59
TSC1	2.6e-15	12.7	19.0	-0.59
PRR13	q<=5.0e-20	133.5	89.5	0.58
HYKK	7.6e-19	4.7	7.0	-0.58
KIF1C	5.7e-13	39.8	59.5	-0.58
ANKRD12	9.2e-09	13.5	20.2	-0.58
EIF1B	q<=5.0e-20	85.4	128.1	-0.58
TLCD4	2.9e-04	3.9	5.8	-0.58
ZNF692	q<=5.0e-20	35.6	23.8	0.58
ARHGAP27P1-BPTFP1-KPNA2P3	4.2e-05	10.5	15.6	-0.58
CLPP	q<=5.0e-20	44.2	29.5	0.58
SGSM2	2.9e-06	28.0	42.0	-0.58
SDCBP	1.7e-10	164.4	246.4	-0.58
SLC30A4	5.4e-07	5.9	8.8	-0.58
LIAS	q<=5.0e-20	8.8	13.1	-0.58
FAM53A	q<=5.0e-20	1.7	1.1	0.58
FBXO5	q<=5.0e-20	12.2	8.1	0.58
COL6A3	q<=5.0e-20	322.9	216.0	0.58
RAE1	q<=5.0e-20	51.3	34.2	0.58
ATP6V1F	q<=5.0e-20	192.7	128.7	0.58
TRAF7	q<=5.0e-20	74.7	49.8	0.58
EPS15	3.3e-18	46.1	68.7	-0.58
TPGS1	q<=5.0e-20	3.1	2.1	0.58
FGFR1OP2	5.3e-16	38.3	57.1	-0.58
CTPS2	q<=5.0e-20	32.2	21.5	0.58
FRAT2	q<=5.0e-20	22.2	14.9	0.58
EIF4A3	q<=5.0e-20	117.5	78.8	0.58
BOD1L1	1.0e-12	17.6	26.4	-0.58
LAD1	q<=5.0e-20	30.6	20.5	0.58
HLA-C	q<=5.0e-20	1343.5	901.2	0.58
GADD45GIP1	q<=5.0e-20	51.3	34.3	0.58
LINC00989	6.6e-14	1.0	1.5	-0.58
MRPL23	q<=5.0e-20	81.3	54.4	0.58
POLR3GL	6.9e-18	28.3	42.2	-0.58
PPP3CC	q<=5.0e-20	15.2	22.8	-0.58
SMPD2	q<=5.0e-20	21.6	14.5	0.58
TMEM192	5.3e-19	9.1	13.6	-0.58
HLA-DQA1	7.5e-19	180.4	120.7	0.58
CDH6	7.0e-07	2.3	3.4	-0.58
TSEN34	q<=5.0e-20	70.3	47.0	0.58
DTX2	q<=5.0e-20	26.1	17.5	0.58
EEF2KMT	q<=5.0e-20	10.4	6.9	0.58
CACNB2	5.1e-04	1.0	1.5	-0.58
ACOT9	1.1e-17	17.8	26.5	-0.58
LOC642361	1.7e-11	1.4	2.0	-0.58
TMEM241	q<=5.0e-20	31.7	21.2	0.58
PIGZ	1.2e-12	6.1	9.1	-0.58
HAGH	q<=5.0e-20	54.7	36.7	0.58
IL32	3.8e-18	90.3	60.3	0.58
POP1	q<=5.0e-20	6.2	4.1	0.58
ZNF213	q<=5.0e-20	27.6	18.4	0.58
TSEN15	q<=5.0e-20	55.6	37.1	0.58
TP53I11	q<=5.0e-20	137.5	91.9	0.58
NAA20	q<=5.0e-20	184.8	124.0	0.58
ARSK	1.7e-18	4.9	7.3	-0.58
ZNF233	3.5e-14	2.3	1.5	0.58
SNRPD1	q<=5.0e-20	27.6	18.4	0.58
PDE8A	1.8e-13	16.6	24.8	-0.58
PMF1	q<=5.0e-20	40.5	27.1	0.58
MARF1	4.8e-17	35.6	53.4	-0.58
DTX3L	q<=5.0e-20	50.0	33.5	0.58
NCLN	q<=5.0e-20	50.7	33.8	0.58
CHCHD2	q<=5.0e-20	641.3	429.0	0.58
HNRNPF	q<=5.0e-20	337.6	226.1	0.58
CEP57	1.1e-18	30.0	45.0	-0.58
PEX11B	q<=5.0e-20	74.5	49.9	0.58
INVS	4.4e-13	7.2	10.8	-0.58
CAPRIN2	5.3e-10	10.5	15.7	-0.58
CGREF1	q<=5.0e-20	18.5	12.4	0.58
SLX4IP	q<=5.0e-20	8.8	5.9	0.58
PARP12	q<=5.0e-20	40.0	26.8	0.58
ATRNL1	6.7e-09	1.0	1.5	-0.58
MAPRE3	2.5e-16	23.2	34.9	-0.58
NAA60	q<=5.0e-20	65.9	44.2	0.58
SH2B2	1.3e-09	4.8	3.2	0.58
NCOA4	q<=5.0e-20	164.3	245.3	-0.58
HADHA	q<=5.0e-20	206.7	309.3	-0.58
PRKACB	1.0e-05	33.8	50.3	-0.58
SLC29A1	2.3e-10	139.2	207.7	-0.58
MAP1LC3B2	1.4e-12	3.9	5.8	-0.58
PAFAH1B1	q<=5.0e-20	57.1	85.5	-0.58
CARD8-AS1	4.0e-10	3.5	5.2	-0.58
SLC22A15	q<=5.0e-20	3.2	2.2	0.58
CHML	q<=5.0e-20	11.8	7.9	0.58
TPRG1	q<=5.0e-20	6.4	9.6	-0.58
ALDH5A1	2.5e-06	12.5	18.8	-0.58
C2orf49	2.4e-16	12.6	18.8	-0.58
STK32C	q<=5.0e-20	15.7	10.5	0.58
KIAA1217	9.8e-11	71.5	106.8	-0.58
CASP6	q<=5.0e-20	47.3	31.6	0.58
ALPK1	1.2e-11	13.4	20.1	-0.58
KLF3	2.3e-16	31.0	46.4	-0.58
CRPPA	5.4e-04	1.3	1.9	-0.58
PSME1	q<=5.0e-20	520.1	347.0	0.58
HLA-DQB2	4.9e-16	27.7	18.5	0.58
EEF2K	1.6e-15	23.8	35.5	-0.58
YIPF2	q<=5.0e-20	53.7	36.0	0.58
HMOX2	q<=5.0e-20	78.4	52.7	0.57
DECR2	q<=5.0e-20	28.8	19.3	0.57
P2RX4	q<=5.0e-20	64.5	43.4	0.57
RPA3	q<=5.0e-20	29.4	19.8	0.57
PLBD1	7.9e-05	32.4	48.0	-0.57
KCTD7	5.4e-16	9.4	13.9	-0.57
ZNF598	q<=5.0e-20	24.1	16.2	0.57
FAM20C	1.1e-05	43.4	64.6	-0.57
KCNE3	2.2e-06	2.8	4.2	-0.57
RPUSD4	q<=5.0e-20	21.9	32.4	-0.57
DLEU2	1.9e-16	4.0	2.7	0.57
RAB33B	7.1e-15	9.9	14.7	-0.57
FAM200B	q<=5.0e-20	11.4	16.8	-0.57
ISCU	q<=5.0e-20	83.2	123.4	-0.57
PPM1D	1.2e-05	10.8	16.0	-0.57
SDHD	q<=5.0e-20	76.0	113.2	-0.57
MIGA1	1.1e-07	13.4	19.8	-0.57
BICDL2	q<=5.0e-20	29.0	19.5	0.57
CCDC74B	q<=5.0e-20	7.1	4.8	0.57
PAN2	7.1e-11	11.9	17.6	-0.57
NCK1	5.4e-20	15.8	23.5	-0.57
IGSF21	3.3e-08	5.6	8.3	-0.57
CDS2	9.7e-15	24.7	36.6	-0.57
COLGALT1	q<=5.0e-20	91.2	61.3	0.57
PJA1	3.8e-17	34.1	50.6	-0.57
STAT6	q<=5.0e-20	103.0	152.4	-0.57
CRBN	q<=5.0e-20	35.9	53.3	-0.57
SMPDL3A	3.4e-06	17.8	26.4	-0.57
POLR2J	q<=5.0e-20	82.4	55.4	0.57
AGBL3	7.7e-06	2.3	3.3	-0.57
YPEL2	6.9e-06	16.7	24.7	-0.57
SYNJ2BP	4.2e-14	17.6	26.1	-0.57
CDC42EP4	9.3e-12	83.1	123.8	-0.57
CAHM	7.8e-10	1.0	1.5	-0.57
BMT2	9.2e-13	8.0	11.9	-0.57
ASPHD1	q<=5.0e-20	3.1	2.1	0.57
CDK15	3.1e-04	1.0	1.5	-0.57
SPSB2	q<=5.0e-20	52.2	35.2	0.57
FBXO45	q<=5.0e-20	14.7	9.9	0.57
CLN8-AS1	2.7e-16	23.0	34.3	-0.57
LOC101929710	6.6e-05	1.0	1.5	-0.57
CFAP99	q<=5.0e-20	1.5	1.0	0.57
HSPH1	q<=5.0e-20	75.7	51.0	0.57
DGKQ	q<=5.0e-20	13.2	8.9	0.57
CCDC150	q<=5.0e-20	1.5	1.0	0.57
MID2	3.5e-10	4.9	7.4	-0.57
JDP2	1.5e-11	13.2	19.6	-0.57
SSR2	q<=5.0e-20	575.3	386.2	0.57
PRKAG2	q<=5.0e-20	25.2	37.5	-0.57
TMC5	7.0e-18	16.5	11.1	0.57
SIRT1	3.4e-17	24.7	36.6	-0.57
PAQR3	1.2e-08	3.3	4.9	-0.57
LYN	4.5e-04	12.9	19.1	-0.57
WDR54	q<=5.0e-20	32.1	21.5	0.57
HHIP-AS1	1.3e-10	1.0	1.5	-0.57
DSG2	1.9e-06	74.1	109.8	-0.57
CPEB3	2.9e-09	3.5	5.3	-0.57
WDR59	1.5e-18	20.4	30.2	-0.57
RFXANK	q<=5.0e-20	67.9	45.8	0.57
HTRA3	5.2e-04	88.9	59.7	0.57
CKS1B	q<=5.0e-20	85.8	57.9	0.57
DPP8	4.7e-17	18.4	27.4	-0.57
BDP1	1.3e-05	11.6	17.2	-0.57
SH3BP5L	q<=5.0e-20	42.1	28.3	0.57
SLC23A1	q<=5.0e-20	1.5	1.0	0.57
SEC16A	q<=5.0e-20	75.2	50.6	0.57
ATP6V0E2	q<=5.0e-20	50.6	34.0	0.57
MYLIP	4.6e-19	40.9	60.5	-0.57
OAZ3	q<=5.0e-20	6.3	4.2	0.57
KMT2C	5.0e-05	18.9	28.1	-0.57
PRDM16-DT	1.0e-09	1.0	1.5	-0.57
CDCP1	q<=5.0e-20	32.4	21.8	0.57
SETD9	2.2e-15	8.6	12.8	-0.57
MFSD10	q<=5.0e-20	107.3	73.0	0.56
RTN4	2.0e-15	257.5	379.7	-0.56
ZBTB41	q<=5.0e-20	19.2	13.0	0.56
KDF1	2.0e-11	31.5	21.4	0.56
STAB2	1.3e-09	1.0	1.5	-0.56
BTN3A3	2.7e-07	23.9	35.2	-0.56
SKA2	q<=5.0e-20	33.7	22.8	0.56
DUSP23	q<=5.0e-20	121.6	82.6	0.56
KLLN	4.6e-08	1.0	1.5	-0.56
CCT5	q<=5.0e-20	142.5	96.4	0.56
WDR4	q<=5.0e-20	13.6	9.3	0.56
DHDDS	4.3e-13	33.9	50.0	-0.56
AGFG2	q<=5.0e-20	10.1	14.9	-0.56
IKZF3	1.1e-07	3.2	2.1	0.56
SYTL3	1.9e-18	7.3	10.7	-0.56
SRC	q<=5.0e-20	34.2	23.2	0.56
GALK1	q<=5.0e-20	26.4	18.0	0.56
ESAM-AS1	6.6e-10	1.0	1.5	-0.56
MPP1	5.0e-08	24.1	35.4	-0.56
STIM1	q<=5.0e-20	54.2	80.1	-0.56
RASAL2	4.2e-08	12.2	18.1	-0.56
SH2B3	1.2e-10	17.9	26.5	-0.56
LINC00476	3.2e-08	1.4	2.1	-0.56
CCDC125	q<=5.0e-20	25.5	17.3	0.56
PNKP	q<=5.0e-20	43.1	29.3	0.56
SPTSSB	q<=5.0e-20	7.6	5.2	0.56
MIR4258	1.1e-04	1.5	1.0	0.56
PPIF	7.8e-13	95.4	64.8	0.56
NHLRC3	3.0e-13	25.8	38.0	-0.56
DHX34	q<=5.0e-20	19.3	13.1	0.56
NDUFB9	q<=5.0e-20	357.9	242.4	0.56
IRF9	1.8e-14	4.2	2.9	0.56
EIF5A	q<=5.0e-20	416.9	283.6	0.56
C10orf143	q<=5.0e-20	4.9	7.3	-0.56
CUBN	9.5e-11	1.0	1.5	-0.56
PRDM2	2.0e-14	26.6	39.2	-0.56
TSC22D3	1.3e-10	199.8	294.7	-0.56
C3orf18	2.7e-13	8.7	12.8	-0.56
KRBOX4	q<=5.0e-20	12.1	17.9	-0.56
CABYR	q<=5.0e-20	10.7	7.2	0.56
ARPIN	1.2e-12	14.1	20.8	-0.56
CDS1	q<=5.0e-20	34.7	23.5	0.56
CEP131	q<=5.0e-20	13.3	9.0	0.56
HAUS8	q<=5.0e-20	15.8	10.7	0.56
HACL1	q<=5.0e-20	23.3	34.4	-0.56
RELB	q<=5.0e-20	23.1	15.6	0.56
MAGEF1	q<=5.0e-20	90.7	61.5	0.56
PLEKHA5	3.1e-11	19.4	28.5	-0.56
DUSP7	1.1e-19	16.2	24.0	-0.56
ZNF385A	q<=5.0e-20	77.4	52.5	0.56
HCN3	q<=5.0e-20	3.1	2.1	0.56
ECM1	q<=5.0e-20	68.1	46.0	0.56
PROM2	q<=5.0e-20	86.6	58.8	0.56
LAPTM4B	q<=5.0e-20	164.1	111.0	0.56
PTBP2	2.2e-09	4.6	6.9	-0.56
NACC2	2.8e-14	11.5	17.0	-0.56
C1orf122	q<=5.0e-20	62.8	42.5	0.56
AURKAIP1	q<=5.0e-20	179.9	122.5	0.56
ITSN2	1.5e-13	19.8	29.2	-0.56
ACER3	1.3e-04	10.7	15.8	-0.56
MLLT11	q<=5.0e-20	8.3	5.6	0.56
ZNF426	6.2e-14	8.5	12.6	-0.56
PKN1	q<=5.0e-20	114.7	77.7	0.56
MPG	q<=5.0e-20	41.8	28.5	0.56
FAM76A	q<=5.0e-20	11.0	16.2	-0.56
APOE	3.6e-04	417.9	283.6	0.56
DDX17	2.0e-11	302.0	446.3	-0.56
NFE2L3	q<=5.0e-20	15.5	10.5	0.56
MRTFB	3.2e-04	40.2	59.0	-0.56
ARHGAP33	4.3e-19	7.6	5.1	0.56
PIGT	q<=5.0e-20	309.7	210.3	0.56
FOXO3	8.8e-09	33.8	49.7	-0.56
SBNO2	q<=5.0e-20	49.3	33.3	0.56
RALGDS	4.2e-12	6.7	9.9	-0.56
FIRRE	3.6e-04	1.6	2.4	-0.56
TRIM45	1.2e-18	10.2	6.9	0.56
ZNF383	7.1e-16	3.9	5.8	-0.56
CKMT1B	q<=5.0e-20	3.1	2.1	0.56
NFATC1	7.1e-14	12.2	18.0	-0.56
CD6	5.2e-15	5.7	3.9	0.56
COMMD6	q<=5.0e-20	84.8	125.3	-0.56
COA4	q<=5.0e-20	133.2	90.2	0.56
DNAJA3	q<=5.0e-20	78.9	53.5	0.56
ENAH	q<=5.0e-20	54.1	36.6	0.56
B4GAT1	q<=5.0e-20	30.0	44.0	-0.56
SLK	9.3e-18	35.7	52.6	-0.56
PRMT9	3.5e-17	9.1	13.5	-0.56
RIBC1	q<=5.0e-20	5.8	4.0	0.56
PDZD11	q<=5.0e-20	106.6	72.3	0.56
USP12	4.0e-16	22.3	33.0	-0.56
MCPH1	1.2e-14	8.8	12.9	-0.55
MSI1	2.7e-16	2.0	3.0	-0.55
KCNK5	2.3e-08	3.4	5.0	-0.55
ATF5	q<=5.0e-20	45.8	31.3	0.55
TRIM14	q<=5.0e-20	57.3	39.1	0.55
ENSA	q<=5.0e-20	334.6	228.4	0.55
PPP1R3E	4.9e-14	5.2	7.6	-0.55
KPTN	q<=5.0e-20	10.0	6.8	0.55
UGDH-AS1	9.2e-05	1.6	2.3	-0.55
ALDH1B1	q<=5.0e-20	37.8	25.9	0.55
DMAC2L	q<=5.0e-20	15.5	22.6	-0.55
LINC01625	3.4e-09	1.0	1.5	-0.55
LINC02893	7.8e-04	1.0	1.5	-0.55
XPC	2.8e-16	19.0	27.8	-0.55
DEFB124	2.2e-04	1.0	1.5	-0.55
ZC3H13	3.1e-15	31.1	45.4	-0.55
SENP7	2.2e-09	11.7	17.1	-0.55
MLF2	q<=5.0e-20	351.3	239.6	0.55
CRIP2	q<=5.0e-20	324.5	222.3	0.55
ZNF441	4.2e-12	6.0	8.8	-0.55
ARHGEF9	4.9e-08	14.8	21.7	-0.55
METTL25	3.0e-13	6.9	10.0	-0.55
ZNF510	1.4e-13	6.6	9.6	-0.55
CCDC157	q<=5.0e-20	1.9	1.3	0.55
RPN2	q<=5.0e-20	514.9	351.8	0.55
APLP2	2.5e-12	422.9	620.9	-0.55
TMEM242	q<=5.0e-20	9.9	14.5	-0.55
SNHG8	7.5e-10	215.7	315.1	-0.55
CNIH4	q<=5.0e-20	38.6	26.4	0.55
CCDC171	2.5e-04	2.1	3.0	-0.55
KDM4D	2.6e-11	1.3	1.9	-0.55
ARV1	q<=5.0e-20	51.0	34.8	0.55
OCLN	q<=5.0e-20	10.8	7.4	0.55
TRAPPC9	q<=5.0e-20	22.8	15.6	0.55
CORO1B	q<=5.0e-20	63.2	43.3	0.55
MCUB	3.8e-14	25.9	17.7	0.55
NEAT1	5.3e-04	60.4	88.6	-0.55
IRF1	q<=5.0e-20	29.1	19.8	0.55
DAAM1	2.0e-11	25.6	37.5	-0.55
CDKN2B	1.8e-05	15.0	21.9	-0.55
RPL26	2.8e-09	83.8	122.9	-0.55
METTL1	q<=5.0e-20	31.3	21.4	0.55
MCM3	q<=5.0e-20	108.7	74.2	0.55
SLC2A4RG	q<=5.0e-20	82.9	56.4	0.55
NPTX2	5.2e-06	1.5	1.0	0.55
RHBDF2	q<=5.0e-20	20.5	14.0	0.55
STRADB	6.7e-10	18.8	27.5	-0.55
TRIM5	7.3e-14	16.1	23.5	-0.55
CTTNBP2NL	3.9e-15	17.0	24.9	-0.55
LYSMD1	q<=5.0e-20	19.9	13.6	0.55
SLC48A1	q<=5.0e-20	30.9	45.3	-0.55
NT5C2	2.8e-09	16.5	24.3	-0.55
REV1	1.2e-19	17.4	25.5	-0.55
SPAG9	3.2e-11	31.5	46.0	-0.55
MIR155HG	2.5e-06	1.5	1.0	0.55
EIF1	q<=5.0e-20	523.3	763.8	-0.55
CCND3	3.9e-13	82.0	120.2	-0.55
TSR3	q<=5.0e-20	64.4	44.1	0.55
SLC25A53	7.2e-08	1.2	1.7	-0.55
AHDC1	2.5e-09	16.2	23.7	-0.55
CRK	q<=5.0e-20	61.5	90.1	-0.55
SLC25A26	q<=5.0e-20	19.8	29.0	-0.55
DPM3	q<=5.0e-20	105.9	72.6	0.55
BRWD1-AS2	q<=5.0e-20	1.6	1.1	0.55
ACTL6A	q<=5.0e-20	75.2	51.2	0.55
BRMS1L	1.8e-18	8.2	12.0	-0.55
MAPK13	q<=5.0e-20	43.3	29.6	0.55
ZYX	7.3e-13	180.8	264.8	-0.55
SETX	2.5e-13	25.2	36.8	-0.55
LIPT1	q<=5.0e-20	7.0	10.3	-0.55
PDZD8	6.5e-12	10.7	15.7	-0.55
FCHO2	2.9e-13	21.8	32.0	-0.55
LINC00294	1.7e-11	7.4	10.8	-0.55
APPL2	q<=5.0e-20	45.4	65.9	-0.54
DOLPP1	q<=5.0e-20	29.5	20.4	0.54
PIAS1	2.4e-12	13.9	20.2	-0.54
TCAF2	6.4e-05	5.3	7.6	-0.54
THEM6	q<=5.0e-20	52.6	36.1	0.54
SAE1	q<=5.0e-20	115.1	79.1	0.54
SLC49A3	q<=5.0e-20	21.6	14.8	0.54
ZSCAN16	q<=5.0e-20	12.0	8.3	0.54
PLPP2	2.5e-18	170.0	116.8	0.54
AFDN	8.3e-06	42.4	61.8	-0.54
CHEK2	q<=5.0e-20	16.8	11.5	0.54
SOX4	q<=5.0e-20	112.3	77.3	0.54
POLR2K	q<=5.0e-20	151.8	104.4	0.54
CD81	3.7e-16	898.9	1304.2	-0.54
MIR4453HG	7.6e-06	3.1	4.6	-0.54
NEU1	q<=5.0e-20	76.4	52.6	0.54
PTGES2	q<=5.0e-20	64.8	44.5	0.54
CNPY3	q<=5.0e-20	104.2	71.9	0.54
FAM89B	q<=5.0e-20	7.5	5.1	0.54
CKAP5	q<=5.0e-20	62.8	43.2	0.54
SLC27A3	1.2e-09	30.6	44.6	-0.54
NEK1	3.5e-17	9.8	14.3	-0.54
SHISA5	q<=5.0e-20	232.5	159.8	0.54
BAIAP2	q<=5.0e-20	59.3	40.7	0.54
TRAF6	3.6e-19	7.9	11.4	-0.54
BOLA3	q<=5.0e-20	22.5	15.5	0.54
LINC02585	1.2e-11	2.2	1.5	0.54
MSRB1	q<=5.0e-20	64.1	44.0	0.54
NEDD4	5.9e-11	9.6	13.9	-0.54
DHODH	1.1e-19	5.9	8.5	-0.54
OSBPL8	6.2e-05	31.1	45.2	-0.54
ILF3-DT	2.1e-12	24.7	35.8	-0.54
ROCK1	3.9e-13	22.1	32.2	-0.54
ADAM15	q<=5.0e-20	209.1	144.2	0.54
BTD	1.7e-11	10.9	15.8	-0.54
FOXRED2	q<=5.0e-20	24.6	16.9	0.54
MRPL36	q<=5.0e-20	82.8	57.0	0.54
RASA2	1.7e-08	11.8	17.1	-0.54
FAM210B	1.8e-17	124.9	181.6	-0.54
HOOK2	9.9e-08	39.3	57.2	-0.54
HLA-DQA2	3.6e-12	31.2	21.5	0.54
C22orf46	1.2e-13	12.6	18.4	-0.54
SRPRB	q<=5.0e-20	65.7	45.1	0.54
HCAR3	3.5e-11	1.0	1.4	-0.54
HSD17B12	1.4e-16	37.0	53.7	-0.54
FBXW9	8.6e-20	17.0	11.6	0.54
CLASP1	7.3e-18	22.0	31.9	-0.54
FAM110B	q<=5.0e-20	17.4	12.0	0.54
WARS2-AS1	1.8e-04	11.7	17.1	-0.54
DOK4	3.3e-09	14.2	20.6	-0.54
ZNRF2	q<=5.0e-20	18.3	12.6	0.54
PPM1M	q<=5.0e-20	30.0	43.7	-0.54
L3MBTL3	8.8e-11	5.4	7.8	-0.54
CH17-340M24.3	q<=5.0e-20	22.5	15.5	0.54
ACBD3	q<=5.0e-20	68.7	47.2	0.54
RPN1	q<=5.0e-20	420.1	289.4	0.54
TMEM168	2.0e-15	13.9	20.3	-0.54
MYOF	9.1e-10	94.9	138.0	-0.54
AP4M1	q<=5.0e-20	16.0	11.0	0.54
ATXN3	4.6e-16	9.5	13.7	-0.54
DAGLA	1.2e-06	3.7	5.3	-0.54
